1,Van Rooyen,1000000,
2,flyingreal,121,
3,pratha,116,
4,hello ther,111,
5,Anonymous Cat,100,
6,Anonymous Cat,99,
7,shenjinbing,97,
8,nice,96,
9,Anonymous Cat,86,
10,Anonymous Cat,82,
11,lol,81,
12,hi,79,
13,Anonymous Cat,77,
14,flying,70,
15,Brianna,69,
16,Anonymous Cat,69,
17,Anonymous Cat,44,
18,ratio,43,
19,Anonymous Cat,10,
20,okkk,4,
21,Anonymous Cat,4,
22,Anonymous Cat,4,
23,Anonymous Cat,2,
24,Anonymous Cat,2,
25,Anonymous Cat,1,
26,okokook,1,
27,hello ther,1,
28,dead last,0,
